sentence,translate,divided_sentence,divided_sentence_with_ruby,sentence_with_ruby,level
複数の呼吸器疾患による衰弱のため、彼は先週、指揮者としての仕事を断念する旨の発表を余儀なくされたばかりでした。,여러 호흡기 질환으로 인한 쇠약으로 인해 그는 지난 주에 지휘자로서의 일을 그만두겠다고 발표할 수밖에 없었다.,"[""複数の"", ""呼吸器疾患による"", ""衰弱のため"", ""彼は先週"", ""指揮者としての"", ""仕事を"", ""断念する"", ""旨の"", ""発表を"", ""余儀なくされた"", ""ばかりでした""]","[""<ruby>複数<rp>(</rp><rt>ふくすう</rt><rp>)</rp></ruby>の"", ""<ruby>呼吸<rp>(</rp><rt>こきゅう</rt><rp>)</rp></ruby><ruby>器<rp>(</rp><rt>き</rt><rp>)</rp></ruby><ruby>疾患<rp>(</rp><rt>しっかん</rt><rp>)</rp></ruby>による"", ""<ruby>衰弱<rp>(</rp><rt>すいじゃく</rt><rp>)</rp></ruby>のため"", ""<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>先週<rp>(</rp><rt>せんしゅう</rt><rp>)</rp></ruby>"", ""<ruby>指揮<rp>(</rp><rt>しき</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>としての"", ""<ruby>仕事<rp>(</rp><rt>しごと</rt><rp>)</rp></ruby>を"", ""<ruby>断念<rp>(</rp><rt>だんねん</rt><rp>)</rp></ruby>する"", ""<ruby>旨<rp>(</rp><rt>むね</rt><rp>)</rp></ruby>の"", ""<ruby>発表<rp>(</rp><rt>はっぴょう</rt><rp>)</rp></ruby>を"", ""<ruby>余儀<rp>(</rp><rt>よぎ</rt><rp>)</rp></ruby>なくされた"", ""ばかりでした""]",<ruby>複数<rp>(</rp><rt>ふくすう</rt><rp>)</rp></ruby>の<ruby>呼吸<rp>(</rp><rt>こきゅう</rt><rp>)</rp></ruby><ruby>器<rp>(</rp><rt>き</rt><rp>)</rp></ruby><ruby>疾患<rp>(</rp><rt>しっかん</rt><rp>)</rp></ruby>による<ruby>衰弱<rp>(</rp><rt>すいじゃく</rt><rp>)</rp></ruby>のため、<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>先週<rp>(</rp><rt>せんしゅう</rt><rp>)</rp></ruby>、<ruby>指揮<rp>(</rp><rt>しき</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>としての<ruby>仕事<rp>(</rp><rt>しごと</rt><rp>)</rp></ruby>を<ruby>断念<rp>(</rp><rt>だんねん</rt><rp>)</rp></ruby>する<ruby>旨<rp>(</rp><rt>むね</rt><rp>)</rp></ruby>の<ruby>発表<rp>(</rp><rt>はっぴょう</rt><rp>)</rp></ruby>を<ruby>余儀<rp>(</rp><rt>よぎ</rt><rp>)</rp></ruby>なくされたばかりでした。,etc
武器を下ろせ！,무기를 내려놓아라!,"[""武器を"", ""下ろせ""]","[""<ruby>武器<rp>(</rp><rt>ぶき</rt><rp>)</rp></ruby>を"", ""<ruby>下<rp>(</rp><rt>お</rt><rp>)</rp></ruby>ろせ""]",<ruby>武器<rp>(</rp><rt>ぶき</rt><rp>)</rp></ruby>を<ruby>下<rp>(</rp><rt>お</rt><rp>)</rp></ruby>ろせ！,N1
「道路工事中」,"""도로 공사 중""","[""道路"", ""工事中""]","[""<ruby>道路<rp>(</rp><rt>どうろ</rt><rp>)</rp></ruby>"", ""<ruby>工事<rp>(</rp><rt>こうじ</rt><rp>)</rp></ruby><ruby>中<rp>(</rp><rt>ちゅう</rt><rp>)</rp></ruby>""]",「<ruby>道路<rp>(</rp><rt>どうろ</rt><rp>)</rp></ruby><ruby>工事<rp>(</rp><rt>こうじ</rt><rp>)</rp></ruby><ruby>中<rp>(</rp><rt>ちゅう</rt><rp>)</rp></ruby>」,N3
路線地図をもらえますか。,노선도를 받을 수 있나요?,"[""路線地図"", ""を"", ""もらえます"", ""か。""]","[""<ruby>路線<rp>(</rp><rt>ろせん</rt><rp>)</rp></ruby><ruby>地図<rp>(</rp><rt>ちず</rt><rp>)</rp></ruby>"", ""を"", ""もらえます"", ""か。""]",<ruby>路線<rp>(</rp><rt>ろせん</rt><rp>)</rp></ruby><ruby>地図<rp>(</rp><rt>ちず</rt><rp>)</rp></ruby>をもらえますか。,N2
毎朝線路を横切る。,매일 아침 철길을 건넌다.,"[""毎朝"", ""線路を"", ""横切る。""]","[""<ruby>毎朝<rp>(</rp><rt>まいあさ</rt><rp>)</rp></ruby>"", ""<ruby>線路<rp>(</rp><rt>せんろ</rt><rp>)</rp></ruby>を"", ""<ruby>横切<rp>(</rp><rt>よこぎ</rt><rp>)</rp></ruby>る。""]",<ruby>毎朝<rp>(</rp><rt>まいあさ</rt><rp>)</rp></ruby><ruby>線路<rp>(</rp><rt>せんろ</rt><rp>)</rp></ruby>を<ruby>横切<rp>(</rp><rt>よこぎ</rt><rp>)</rp></ruby>る。,N3
私たちは家路についた。,우리는 집으로 향했다.,"[""私たち"", ""は"", ""家路"", ""に"", ""ついた。""]","[""<ruby>私<rp>(</rp><rt>わたし</rt><rp>)</rp></ruby>たち"", ""は"", ""<ruby>家路<rp>(</rp><rt>いえじ</rt><rp>)</rp></ruby>"", ""に"", ""ついた。""]",<ruby>私<rp>(</rp><rt>わたし</rt><rp>)</rp></ruby>たちは<ruby>家路<rp>(</rp><rt>いえじ</rt><rp>)</rp></ruby>についた。,etc
数学は難しい科目だ。,수학은 어려운 과목이다.,"[""数学は"", ""難しい"", ""科目だ""]","[""<ruby>数学<rp>(</rp><rt>すうがく</rt><rp>)</rp></ruby>は"", ""<ruby>難<rp>(</rp><rt>むずか</rt><rp>)</rp></ruby>しい"", ""<ruby>科目<rp>(</rp><rt>かもく</rt><rp>)</rp></ruby>だ""]",<ruby>数学<rp>(</rp><rt>すうがく</rt><rp>)</rp></ruby>は<ruby>難<rp>(</rp><rt>むずか</rt><rp>)</rp></ruby>しい<ruby>科目<rp>(</rp><rt>かもく</rt><rp>)</rp></ruby>だ。,N3
彼は科学者です。,그는 과학자입니다.,"[""彼は"", ""科学者です。""]","[""<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は"", ""<ruby>科学<rp>(</rp><rt>かがく</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>です。""]",<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>科学<rp>(</rp><rt>かがく</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>です。,N4
部屋の前に立っている人は歴史学科の教授です。,방 앞에 서 있는 사람은 역사학과 교수님이다.,"[""部屋の前に"", ""立っている人は"", ""歴史学科の"", ""教授です。""]","[""<ruby>部屋<rp>(</rp><rt>へや</rt><rp>)</rp></ruby>の<ruby>前<rp>(</rp><rt>まえ</rt><rp>)</rp></ruby>に"", ""<ruby>立<rp>(</rp><rt>た</rt><rp>)</rp></ruby>っている<ruby>人<rp>(</rp><rt>ひと</rt><rp>)</rp></ruby>は"", ""<ruby>歴史<rp>(</rp><rt>れきし</rt><rp>)</rp></ruby><ruby>学科<rp>(</rp><rt>がっか</rt><rp>)</rp></ruby>の"", ""<ruby>教授<rp>(</rp><rt>きょうじゅ</rt><rp>)</rp></ruby>です。""]",<ruby>部屋<rp>(</rp><rt>へや</rt><rp>)</rp></ruby>の<ruby>前<rp>(</rp><rt>まえ</rt><rp>)</rp></ruby>に<ruby>立<rp>(</rp><rt>た</rt><rp>)</rp></ruby>っている<ruby>人<rp>(</rp><rt>ひと</rt><rp>)</rp></ruby>は<ruby>歴史<rp>(</rp><rt>れきし</rt><rp>)</rp></ruby><ruby>学科<rp>(</rp><rt>がっか</rt><rp>)</rp></ruby>の<ruby>教授<rp>(</rp><rt>きょうじゅ</rt><rp>)</rp></ruby>です。,N2
ほんの些細なことにも細心の注意を払わなければならない。,사소한 일에도 세심한 주의를 기울여야 한다.,"[""ほんの"", ""些細なことにも"", ""細心の注意を"", ""払わなければならない。""]","[""ほんの"", ""<ruby>些細<rp>(</rp><rt>ささい</rt><rp>)</rp></ruby>なことにも"", ""<ruby>細心<rp>(</rp><rt>さいしん</rt><rp>)</rp></ruby>の<ruby>注意<rp>(</rp><rt>ちゅうい</rt><rp>)</rp></ruby>を"", ""<ruby>払<rp>(</rp><rt>はら</rt><rp>)</rp></ruby>わなければならない。""]",ほんの<ruby>些細<rp>(</rp><rt>ささい</rt><rp>)</rp></ruby>なことにも<ruby>細心<rp>(</rp><rt>さいしん</rt><rp>)</rp></ruby>の<ruby>注意<rp>(</rp><rt>ちゅうい</rt><rp>)</rp></ruby>を<ruby>払<rp>(</rp><rt>はら</rt><rp>)</rp></ruby>わなければならない。,N1
あの女は不細工だ。,저 여자는 못생겼다.,"[""あの"", ""女は"", ""不細工だ。""]","[""あの"", ""<ruby>女<rp>(</rp><rt>おんな</rt><rp>)</rp></ruby>は"", ""<ruby>不細工<rp>(</rp><rt>ぶさいく</rt><rp>)</rp></ruby>だ。""]",あの<ruby>女<rp>(</rp><rt>おんな</rt><rp>)</rp></ruby>は<ruby>不細工<rp>(</rp><rt>ぶさいく</rt><rp>)</rp></ruby>だ。,N1
記録的積雪を観測している。,기록적인 적설량을 관측하고 있다.,"[""記録的"", ""積雪を"", ""観測している""]","[""<ruby>記録<rp>(</rp><rt>きろく</rt><rp>)</rp></ruby><ruby>的<rp>(</rp><rt>てき</rt><rp>)</rp></ruby>"", ""<ruby>積雪<rp>(</rp><rt>せきせつ</rt><rp>)</rp></ruby>を"", ""<ruby>観測<rp>(</rp><rt>かんそく</rt><rp>)</rp></ruby>している""]",<ruby>記録<rp>(</rp><rt>きろく</rt><rp>)</rp></ruby><ruby>的<rp>(</rp><rt>てき</rt><rp>)</rp></ruby><ruby>積雪<rp>(</rp><rt>せきせつ</rt><rp>)</rp></ruby>を<ruby>観測<rp>(</rp><rt>かんそく</rt><rp>)</rp></ruby>している。,etc
微積分なんか大っ嫌い。,미적분 따위는 정말 싫어한다.,"[""微積分"", ""なんか"", ""大っ嫌い。""]","[""<ruby>微積分<rp>(</rp><rt>びせきぶん</rt><rp>)</rp></ruby>"", ""なんか"", ""<ruby>大<rp>(</rp><rt>だい</rt><rp>)</rp></ruby>っ<ruby>嫌<rp>(</rp><rt>きら</rt><rp>)</rp></ruby>い。""]",<ruby>微積分<rp>(</rp><rt>びせきぶん</rt><rp>)</rp></ruby>なんか<ruby>大<rp>(</rp><rt>だい</rt><rp>)</rp></ruby>っ<ruby>嫌<rp>(</rp><rt>きら</rt><rp>)</rp></ruby>い。,etc
円い箱か？あんた正気か？,동그란 상자? 너 제정신이야?,"[""円い箱"", ""か"", ""？"", ""あんた"", ""正気"", ""か"", ""？""]","[""<ruby>円<rp>(</rp><rt>まる</rt><rp>)</rp></ruby>い<ruby>箱<rp>(</rp><rt>はこ</rt><rp>)</rp></ruby>"", ""か"", ""？"", ""あんた"", ""<ruby>正気<rp>(</rp><rt>しょうき</rt><rp>)</rp></ruby>"", ""か"", ""？""]",<ruby>円<rp>(</rp><rt>まる</rt><rp>)</rp></ruby>い<ruby>箱<rp>(</rp><rt>はこ</rt><rp>)</rp></ruby>か？あんた<ruby>正気<rp>(</rp><rt>しょうき</rt><rp>)</rp></ruby>か？,N4
我が国を他国の侵略から守らねばならない。,다른 나라의 침략으로부터 우리나라를 지켜야 한다.,"[""我が国を"", ""他国の"", ""侵略から"", ""守らねば"", ""ならない。""]","[""<ruby>我<rp>(</rp><rt>わ</rt><rp>)</rp></ruby>が<ruby>国<rp>(</rp><rt>くに</rt><rp>)</rp></ruby>を"", ""他<ruby>国<rp>(</rp><rt>くに</rt><rp>)</rp></ruby>の"", ""<ruby>侵略<rp>(</rp><rt>しんりゃく</rt><rp>)</rp></ruby>から"", ""<ruby>守<rp>(</rp><rt>まも</rt><rp>)</rp></ruby>らねば"", ""ならない。""]",<ruby>我<rp>(</rp><rt>わ</rt><rp>)</rp></ruby>が<ruby>国<rp>(</rp><rt>くに</rt><rp>)</rp></ruby>を<ruby>他国<rp>(</rp><rt>たこく</rt><rp>)</rp></ruby>の<ruby>侵略<rp>(</rp><rt>しんりゃく</rt><rp>)</rp></ruby>から<ruby>守<rp>(</rp><rt>まも</rt><rp>)</rp></ruby>らねばならない。,etc
この会話は録音されています。,이 대화는 녹음되어 있습니다.,"[""この"", ""会話"", ""は"", ""録音"", ""されて"", ""います""]","[""この"", ""<ruby>会話<rp>(</rp><rt>かいわ</rt><rp>)</rp></ruby>"", ""は"", ""<ruby>録音<rp>(</rp><rt>ろくおん</rt><rp>)</rp></ruby>"", ""されて"", ""います""]",この<ruby>会話<rp>(</rp><rt>かいわ</rt><rp>)</rp></ruby>は<ruby>録音<rp>(</rp><rt>ろくおん</rt><rp>)</rp></ruby>されています。,N3
録画が残っているはずだ。,녹화가 남아있을 것이다.,"[""録画が"", ""残っている"", ""はずだ。""]","[""<ruby>録画<rp>(</rp><rt>ろくが</rt><rp>)</rp></ruby>が"", ""<ruby>残<rp>(</rp><rt>のこ</rt><rp>)</rp></ruby>っている"", ""はずだ。""]",<ruby>録画<rp>(</rp><rt>ろくが</rt><rp>)</rp></ruby>が<ruby>残<rp>(</rp><rt>のこ</rt><rp>)</rp></ruby>っているはずだ。,N3
田中くんは省内きっての馬鹿者だよ。,다나카 군은 내무부 내에서도 손꼽히는 바보야.,"[""田中くんは"", ""省内きっての"", ""馬鹿者だよ""]","[""<ruby>田中<rp>(</rp><rt>たなか</rt><rp>)</rp></ruby>くんは"", ""<ruby>省内<rp>(</rp><rt>しょうない</rt><rp>)</rp></ruby>きっての"", ""<ruby>馬鹿<rp>(</rp><rt>ばか</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>だよ""]",<ruby>田中<rp>(</rp><rt>たなか</rt><rp>)</rp></ruby>くんは<ruby>省内<rp>(</rp><rt>しょうない</rt><rp>)</rp></ruby>きっての<ruby>馬鹿<rp>(</rp><rt>ばか</rt><rp>)</rp></ruby><ruby>者<rp>(</rp><rt>しゃ</rt><rp>)</rp></ruby>だよ。,etc
彼らは自身が犯した罪に対する反省はなく、次々と悪事を重ねています。,그들은 자신이 저지른 죄에 대한 반성은커녕 악행을 거듭하고 있다.,"[""彼らは"", ""自身が"", ""犯した"", ""罪に対する"", ""反省はなく"", ""次々と"", ""悪事を"", ""重ねています""]","[""<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>らは"", ""<ruby>自身<rp>(</rp><rt>じしん</rt><rp>)</rp></ruby>が"", ""<ruby>犯<rp>(</rp><rt>おか</rt><rp>)</rp></ruby>した"", ""<ruby>罪<rp>(</rp><rt>つみ</rt><rp>)</rp></ruby>に<ruby>対<rp>(</rp><rt>たい</rt><rp>)</rp></ruby>する"", ""<ruby>反省<rp>(</rp><rt>はんせい</rt><rp>)</rp></ruby>はなく"", ""<ruby>次々<rp>(</rp><rt>つぎつぎ</rt><rp>)</rp></ruby>と"", ""<ruby>悪事<rp>(</rp><rt>あくじ</rt><rp>)</rp></ruby>を"", ""<ruby>重<rp>(</rp><rt>かさ</rt><rp>)</rp></ruby>ねています""]",<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>らは<ruby>自身<rp>(</rp><rt>じしん</rt><rp>)</rp></ruby>が<ruby>犯<rp>(</rp><rt>おか</rt><rp>)</rp></ruby>した<ruby>罪<rp>(</rp><rt>つみ</rt><rp>)</rp></ruby>に<ruby>対<rp>(</rp><rt>たい</rt><rp>)</rp></ruby>する<ruby>反省<rp>(</rp><rt>はんせい</rt><rp>)</rp></ruby>はなく、<ruby>次々<rp>(</rp><rt>つぎつぎ</rt><rp>)</rp></ruby>と<ruby>悪事<rp>(</rp><rt>あくじ</rt><rp>)</rp></ruby>を<ruby>重<rp>(</rp><rt>かさ</rt><rp>)</rp></ruby>ねています。,etc
それは厚生省中央児童福祉審議会特別推薦図書である。,그것은 후생성 중앙아동복지심의회 특별추천도서이다.,"[""それは"", ""厚生省"", ""中央児童福祉審議会"", ""特別推薦図書"", ""である""]","[""それは"", ""<ruby>厚生省<rp>(</rp><rt>こうせいしょう</rt><rp>)</rp></ruby>"", ""<ruby>中央<rp>(</rp><rt>ちゅうおう</rt><rp>)</rp></ruby><ruby>児童<rp>(</rp><rt>じどう</rt><rp>)</rp></ruby><ruby>福祉<rp>(</rp><rt>ふくし</rt><rp>)</rp></ruby><ruby>審議<rp>(</rp><rt>しんぎ</rt><rp>)</rp></ruby><ruby>会<rp>(</rp><rt>かい</rt><rp>)</rp></ruby>"", ""<ruby>特別<rp>(</rp><rt>とくべつ</rt><rp>)</rp></ruby><ruby>推薦<rp>(</rp><rt>すいせん</rt><rp>)</rp></ruby><ruby>図書<rp>(</rp><rt>としょ</rt><rp>)</rp></ruby>"", ""である""]",それは<ruby>厚生省<rp>(</rp><rt>こうせいしょう</rt><rp>)</rp></ruby><ruby>中央<rp>(</rp><rt>ちゅうおう</rt><rp>)</rp></ruby><ruby>児童<rp>(</rp><rt>じどう</rt><rp>)</rp></ruby><ruby>福祉<rp>(</rp><rt>ふくし</rt><rp>)</rp></ruby><ruby>審議<rp>(</rp><rt>しんぎ</rt><rp>)</rp></ruby><ruby>会<rp>(</rp><rt>かい</rt><rp>)</rp></ruby><ruby>特別<rp>(</rp><rt>とくべつ</rt><rp>)</rp></ruby><ruby>推薦<rp>(</rp><rt>すいせん</rt><rp>)</rp></ruby><ruby>図書<rp>(</rp><rt>としょ</rt><rp>)</rp></ruby>である。,etc
その川には鉄橋がすでに建設中だ。,그 강에는 이미 철교가 건설 중이다.,"[""その川には"", ""鉄橋が"", ""すでに"", ""建設中だ。""]","[""その<ruby>川<rp>(</rp><rt>かわ</rt><rp>)</rp></ruby>には"", ""<ruby>鉄橋<rp>(</rp><rt>てっきょう</rt><rp>)</rp></ruby>が"", ""すでに"", ""<ruby>建設<rp>(</rp><rt>けんせつ</rt><rp>)</rp></ruby><ruby>中<rp>(</rp><rt>ちゅう</rt><rp>)</rp></ruby>だ。""]",その<ruby>川<rp>(</rp><rt>かわ</rt><rp>)</rp></ruby>には<ruby>鉄橋<rp>(</rp><rt>てっきょう</rt><rp>)</rp></ruby>がすでに<ruby>建設<rp>(</rp><rt>けんせつ</rt><rp>)</rp></ruby><ruby>中<rp>(</rp><rt>ちゅう</rt><rp>)</rp></ruby>だ。,N2
歩道橋を使うのは、面倒です。,인도교를 이용하는 것은 번거롭다.,"[""歩道橋を"", ""使うのは、"", ""面倒です。""]","[""<ruby>歩道橋<rp>(</rp><rt>ほどうきょう</rt><rp>)</rp></ruby>を"", ""<ruby>使<rp>(</rp><rt>つか</rt><rp>)</rp></ruby>うのは、"", ""<ruby>面倒<rp>(</rp><rt>めんどう</rt><rp>)</rp></ruby>です。""]",<ruby>歩道橋<rp>(</rp><rt>ほどうきょう</rt><rp>)</rp></ruby>を<ruby>使<rp>(</rp><rt>つか</rt><rp>)</rp></ruby>うのは、<ruby>面倒<rp>(</rp><rt>めんどう</rt><rp>)</rp></ruby>です。,N3
海岸に行ったよ。,해변에 갔어요.,"[""海岸に"", ""行った"", ""よ。""]","[""<ruby>海岸<rp>(</rp><rt>かいがん</rt><rp>)</rp></ruby>に"", ""<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>った"", ""よ。""]",<ruby>海岸<rp>(</rp><rt>かいがん</rt><rp>)</rp></ruby>に<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>ったよ。,N4
弟は森に入るやいなや、川をみつけて渡った。向こう岸には雌熊がいて、ぐっすり眠っていた。,동생은 숲에 들어서자마자 강을 발견하고 건너갔다. 건너편에는 암곰 한 마리가 곤히 잠들어 있었다.,"[""弟は"", ""森に"", ""入るやいなや、"", ""川を"", ""みつけて"", ""渡った。"", ""向こう岸には"", ""雌熊がいて、"", ""ぐっすり"", ""眠っていた。""]","[""<ruby>弟<rp>(</rp><rt>おとうと</rt><rp>)</rp></ruby>は"", ""<ruby>森<rp>(</rp><rt>もり</rt><rp>)</rp></ruby>に"", ""<ruby>入<rp>(</rp><rt>はい</rt><rp>)</rp></ruby>るやいなや、"", ""<ruby>川<rp>(</rp><rt>かわ</rt><rp>)</rp></ruby>を"", ""みつけて"", ""<ruby>渡<rp>(</rp><rt>わた</rt><rp>)</rp></ruby>った。"", ""<ruby>向<rp>(</rp><rt>む</rt><rp>)</rp></ruby>こう<ruby>岸<rp>(</rp><rt>ぎし</rt><rp>)</rp></ruby>には"", ""<ruby>雌<rp>(</rp><rt>めす</rt><rp>)</rp></ruby><ruby>熊<rp>(</rp><rt>くま</rt><rp>)</rp></ruby>がいて、"", ""ぐっすり"", ""<ruby>眠<rp>(</rp><rt>ねむ</rt><rp>)</rp></ruby>っていた。""]",<ruby>弟<rp>(</rp><rt>おとうと</rt><rp>)</rp></ruby>は<ruby>森<rp>(</rp><rt>もり</rt><rp>)</rp></ruby>に<ruby>入<rp>(</rp><rt>はい</rt><rp>)</rp></ruby>るやいなや、<ruby>川<rp>(</rp><rt>かわ</rt><rp>)</rp></ruby>をみつけて<ruby>渡<rp>(</rp><rt>わた</rt><rp>)</rp></ruby>った。<ruby>向<rp>(</rp><rt>む</rt><rp>)</rp></ruby>こう<ruby>岸<rp>(</rp><rt>ぎし</rt><rp>)</rp></ruby>には<ruby>雌<rp>(</rp><rt>めす</rt><rp>)</rp></ruby><ruby>熊<rp>(</rp><rt>くま</rt><rp>)</rp></ruby>がいて、ぐっすり<ruby>眠<rp>(</rp><rt>ねむ</rt><rp>)</rp></ruby>っていた。,N2
乗客は何人ですか？,승객은 몇 명입니까?,"[""乗客"", ""は"", ""何人"", ""です"", ""か""]","[""<ruby>乗客<rp>(</rp><rt>じょうきゃく</rt><rp>)</rp></ruby>"", ""は"", ""<ruby>何<rp>(</rp><rt>なん</rt><rp>)</rp></ruby><ruby>人<rp>(</rp><rt>にん</rt><rp>)</rp></ruby>"", ""です"", ""か""]",<ruby>乗客<rp>(</rp><rt>じょうきゃく</rt><rp>)</rp></ruby>は<ruby>何<rp>(</rp><rt>なん</rt><rp>)</rp></ruby><ruby>人<rp>(</rp><rt>にん</rt><rp>)</rp></ruby>ですか？,N3
旅客機がアメリカに向けて出発した。,여객기가 미국으로 출발했다.,"[""旅客機が"", ""アメリカに"", ""向けて"", ""出発した。""]","[""<ruby>旅客機<rp>(</rp><rt>りょかくき</rt><rp>)</rp></ruby>が"", ""アメリカに"", ""<ruby>向<rp>(</rp><rt>む</rt><rp>)</rp></ruby>けて"", ""<ruby>出発<rp>(</rp><rt>しゅっぱつ</rt><rp>)</rp></ruby>した。""]",<ruby>旅客機<rp>(</rp><rt>りょかくき</rt><rp>)</rp></ruby>がアメリカに<ruby>向<rp>(</rp><rt>む</rt><rp>)</rp></ruby>けて<ruby>出発<rp>(</rp><rt>しゅっぱつ</rt><rp>)</rp></ruby>した。,N1
周囲に敵影ありません。,주변에 적의 그림자가 없습니다.,"[""周囲に"", ""敵影"", ""ありません。""]","[""<ruby>周囲<rp>(</rp><rt>しゅうい</rt><rp>)</rp></ruby>に"", ""<ruby>敵<rp>(</rp><rt>てき</rt><rp>)</rp></ruby><ruby>影<rp>(</rp><rt>かげ</rt><rp>)</rp></ruby>"", ""ありません。""]",<ruby>周囲<rp>(</rp><rt>しゅうい</rt><rp>)</rp></ruby>に<ruby>敵<rp>(</rp><rt>てき</rt><rp>)</rp></ruby><ruby>影<rp>(</rp><rt>かげ</rt><rp>)</rp></ruby>ありません。,N3
3月14日は円周率の日です。,3월 14일은 원주율의 날입니다.,"[""3月14日"", ""は"", ""円周率"", ""の"", ""日"", ""です。""]","[""3<ruby>月<rp>(</rp><rt>つき</rt><rp>)</rp></ruby>14<ruby>日<rp>(</rp><rt>ひ</rt><rp>)</rp></ruby>"", ""は"", ""<ruby>円周<rp>(</rp><rt>えんしゅう</rt><rp>)</rp></ruby><ruby>率<rp>(</rp><rt>りつ</rt><rp>)</rp></ruby>"", ""の"", ""<ruby>日<rp>(</rp><rt>ひ</rt><rp>)</rp></ruby>"", ""です。""]",3<ruby>月<rp>(</rp><rt>つき</rt><rp>)</rp></ruby>14<ruby>日<rp>(</rp><rt>にち</rt><rp>)</rp></ruby>は<ruby>円周<rp>(</rp><rt>えんしゅう</rt><rp>)</rp></ruby><ruby>率<rp>(</rp><rt>りつ</rt><rp>)</rp></ruby>の<ruby>日<rp>(</rp><rt>ひ</rt><rp>)</rp></ruby>です。,N2
ひろしは材木をひいて板にしています。,히로시는 목재를 갈아서 판자로 만들고 있습니다.,"[""ひろしは"", ""材木を"", ""ひいて"", ""板に"", ""しています。""]","[""ひろしは"", ""<ruby>材木<rp>(</rp><rt>ざいもく</rt><rp>)</rp></ruby>を"", ""ひいて"", ""<ruby>板<rp>(</rp><rt>いた</rt><rp>)</rp></ruby>に"", ""しています。""]",ひろしは<ruby>材木<rp>(</rp><rt>ざいもく</rt><rp>)</rp></ruby>をひいて<ruby>板<rp>(</rp><rt>いた</rt><rp>)</rp></ruby>にしています。,N2
材料は何ですか？,재료는 무엇입니까?,"[""材料"", ""は"", ""何"", ""です"", ""か"", ""？""]","[""<ruby>材料<rp>(</rp><rt>ざいりょう</rt><rp>)</rp></ruby>"", ""は"", ""<ruby>何<rp>(</rp><rt>なに</rt><rp>)</rp></ruby>"", ""です"", ""か"", ""？""]",<ruby>材料<rp>(</rp><rt>ざいりょう</rt><rp>)</rp></ruby>は<ruby>何<rp>(</rp><rt>なに</rt><rp>)</rp></ruby>ですか？,N3
彼は会社にとって重要な人材だ。,그는 회사에 중요한 인재다.,"[""彼は"", ""会社にとって"", ""重要な"", ""人材だ。""]","[""<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は"", ""<ruby>会社<rp>(</rp><rt>かいしゃ</rt><rp>)</rp></ruby>にとって"", ""<ruby>重要<rp>(</rp><rt>じゅうよう</rt><rp>)</rp></ruby>な"", ""<ruby>人材<rp>(</rp><rt>じんざい</rt><rp>)</rp></ruby>だ。""]",<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>会社<rp>(</rp><rt>かいしゃ</rt><rp>)</rp></ruby>にとって<ruby>重要<rp>(</rp><rt>じゅうよう</rt><rp>)</rp></ruby>な<ruby>人材<rp>(</rp><rt>じんざい</rt><rp>)</rp></ruby>だ。,N1
彼はバスで登校する。,그는 버스를 타고 등교한다.,"[""彼は"", ""バスで"", ""登校する。""]","[""<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は"", ""バスで"", ""<ruby>登校<rp>(</rp><rt>とうこう</rt><rp>)</rp></ruby>する。""]",<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>はバスで<ruby>登校<rp>(</rp><rt>とうこう</rt><rp>)</rp></ruby>する。,N1
御三方の登場です。,삼방이 등장합니다.,"[""御三方"", ""の"", ""登場"", ""です""]","[""<ruby>御<rp>(</rp><rt>ご</rt><rp>)</rp></ruby><ruby>三<rp>(</rp><rt>さん</rt><rp>)</rp></ruby><ruby>方<rp>(</rp><rt>ぽう</rt><rp>)</rp></ruby>"", ""の"", ""<ruby>登場<rp>(</rp><rt>とうじょう</rt><rp>)</rp></ruby>"", ""です""]",<ruby>御<rp>(</rp><rt>ご</rt><rp>)</rp></ruby><ruby>三<rp>(</rp><rt>さん</rt><rp>)</rp></ruby><ruby>方<rp>(</rp><rt>ぽう</rt><rp>)</rp></ruby>の<ruby>登場<rp>(</rp><rt>とうじょう</rt><rp>)</rp></ruby>です。,N3
